name,block,timestamp,quantity,value
JLP,3832851,1630737724,74.00836220752076,33120.51945623501
WETH.e,3832851,1630737724,1297.9551570712651,4886408.187924378
DYP,3832851,1630737724,1.0,0.0001198803810515
HP,3832851,1630737724,500093605.0059424,54885245.75529592
FINGER,3832851,1630737724,9008616.342836384,15376238.680677967
SU,3832851,1630737724,75000000.0,0.12099683265
USDT.e,3832851,1630737724,1773.1525849999998,1772.1851530745262
SS,3832851,1630737724,1358.7582512411332,557147.978265662
SPELL,3832851,1630737724,10397375.892645467,232297.78046404288
JOE,3832851,1630737724,31380.78015418469,55065.61540610343
TIME,3832851,1630737724,165612.623826264,528302639.57457983
CVX,3861651,1630801803,690592.966115783,32404767.025714744
POPCORN,3861651,1630801803,48000000.0,46832.79439458965
SILO,3861651,1630801803,27107000.58465472,3456749.689819777
CRV,3861651,1630801803,30605.80117011408,198779.99627028927
"ROME (🏛,🏛)",3861651,1630801803,2749566.107243417,41551521.87647619
MIM,3861651,1630801803,161946828.4792505,162369842.2401657
WBTC,3861651,1630801803,8.13046612,377672.00893733016
sOHM,3861651,1630801803,12.814474251,4924.501985045936
JLP,3861651,1630801803,74.00836220752076,33118.8076902039
WETH.e,3861651,1630801803,1297.9551570712651,4886408.187924378
DYP,3861651,1630801803,1.0,0.0001198803810515
HP,3861651,1630801803,500093605.0059424,54872843.87810971
FINGER,3861651,1630801803,9008616.342836384,15376238.680677967
SU,3861651,1630801803,75000000.0,0.12099683265
USDT.e,3861651,1630801803,1773.1525849999998,1772.1851530745262
SS,3861651,1630801803,1358.7582512411332,556990.6190931008
SPELL,3861651,1630801803,10397375.892645467,232232.1709887372
JOE,3861651,1630801803,31380.78015418469,55065.61540610343
TIME,3861651,1630801803,165612.623826264,528153427.3913387
CVX,3890451,1630873838,690592.966115783,32404767.025714744
POPCORN,3890451,1630873838,48000000.0,46832.79439458965
SILO,3890451,1630873838,27107000.58465472,3456749.689819777
CRV,3890451,1630873838,30605.80117011408,198779.99627028927
"ROME (🏛,🏛)",3890451,1630873838,2749566.107243417,41551521.87647619
MIM,3890451,1630873838,161946828.4792505,162357020.86521208
WBTC,3890451,1630873838,8.13046612,377672.00893733016
sOHM,3890451,1630873838,12.814474251,4924.501985045936
JLP,3890451,1630873838,74.00836220752076,33111.164997922766
WETH.e,3890451,1630873838,1297.9551570712651,4886408.187924378
DYP,3890451,1630873838,1.0,0.000119846522403
HP,3890451,1630873838,500093605.0059424,54869744.13419202
FINGER,3890451,1630873838,9008616.342836384,15391188.306151403
SU,3890451,1630873838,75000000.0,0.121114472475
USDT.e,3890451,1630873838,1773.1525849999998,1772.1851530745262
SS,3890451,1630873838,1358.7582512411332,556961.4925186266
SPELL,3890451,1630873838,10397375.892645467,232220.0269285112
JOE,3890451,1630873838,31380.78015418469,55065.61540610343
TIME,3890451,1630873838,165612.623826264,525465616.2013805
CVX,3919251,1630930275,690592.966115783,32404767.025714744
POPCORN,3919251,1630930275,48000000.0,46832.79439458965
SILO,3919251,1630930275,27107000.58465472,3456749.689819777
CRV,3919251,1630930275,30605.80117011408,198779.99627028927
"ROME (🏛,🏛)",3919251,1630930275,2749566.107243417,41551521.87647619
MIM,3919251,1630930275,161946828.4792505,162350846.16294992
WBTC,3919251,1630930275,8.13046612,377672.00893733016
sOHM,3919251,1630930275,12.814474251,4924.501985045936
JLP,3919251,1630930275,74.00836220752076,33109.43352385481
WETH.e,3919251,1630930275,1297.9551570712651,4886408.187924379
DYP,3919251,1630930275,1.0,0.000119840255298
HP,3919251,1630930275,500093605.0059424,54866874.84405711
FINGER,3919251,1630930275,9008616.342836384,15391188.306151403
SU,3919251,1630930275,75000000.0,0.121114472475
USDT.e,3919251,1630930275,1773.1525849999998,1772.1851530745262
SS,3919251,1630930275,1358.7582512411332,556961.492518632
SPELL,3919251,1630930275,10397375.892645467,232220.02692851343
JOE,3919251,1630930275,31380.78015418469,55065.61540610343
TIME,3919251,1630930275,165612.623826264,525465616.2013856
CVX,3948051,1630989507,690592.966115783,32404767.025714744
POPCORN,3948051,1630989507,48000000.0,46832.79439458965
SILO,3948051,1630989507,27107000.58465472,3456749.689819777
CRV,3948051,1630989507,30605.80117011408,198779.99627028927
"ROME (🏛,🏛)",3948051,1630989507,2749566.107243417,41551521.87647619
MIM,3948051,1630989507,161946828.4792505,162350846.16294992
WBTC,3948051,1630989507,8.13046612,377672.00893733016
sOHM,3948051,1630989507,12.814474251,4924.501985045936
JLP,3948051,1630989507,74.00836220752076,33109.43352385481
WETH.e,3948051,1630989507,1297.9551570712651,4886408.187924378
DYP,3948051,1630989507,1.0,0.000119840255298
HP,3948051,1630989507,500093605.0059424,54866874.84405711
FINGER,3948051,1630989507,9008616.342836384,15391188.306151403
SU,3948051,1630989507,75000000.0,0.121114472475
USDT.e,3948051,1630989507,1773.1525849999998,1772.1851530745262
SS,3948051,1630989507,1358.7582512411332,556961.492518632
SPELL,3948051,1630989507,10397375.892645467,232220.02692851343
JOE,3948051,1630989507,31380.78015418469,55065.61540610343
TIME,3948051,1630989507,165612.623826264,525465616.2013856
CVX,3976851,1631036631,690592.966115783,32404767.025714744
POPCORN,3976851,1631036631,48000000.0,46832.79439458965
SILO,3976851,1631036631,27107000.58465472,3456749.689819777
CRV,3976851,1631036631,30605.80117011408,198779.99627028927
"ROME (🏛,🏛)",3976851,1631036631,2749566.107243417,41551521.87647619
MIM,3976851,1631036631,161946828.4792505,162350846.16294992
WBTC,3976851,1631036631,8.13046612,377672.00893733016
sOHM,3976851,1631036631,12.814474251,4924.501985045936
JLP,3976851,1631036631,74.00836220752076,33109.43352385481
WETH.e,3976851,1631036631,1297.9551570712651,4886408.187924378
DYP,3976851,1631036631,1.0,0.000119840255298
HP,3976851,1631036631,500093605.0059424,54866874.84405711
FINGER,3976851,1631036631,9008616.342836384,15391188.306151403
SU,3976851,1631036631,75000000.0,0.121114472475
USDT.e,3976851,1631036631,1773.1525849999998,1772.1851530745262
SS,3976851,1631036631,1358.7582512411332,556961.492518632
SPELL,3976851,1631036631,10397375.892645467,232220.02692851343
JOE,3976851,1631036631,31380.78015418469,55065.61540610343
TIME,3976851,1631036631,165612.623826264,525465616.2013856
CVX,4005651,1631089358,690592.966115783,32404767.025714744
POPCORN,4005651,1631089358,48000000.0,46832.79439458965
SILO,4005651,1631089358,27107000.58465472,3456749.689819777
CRV,4005651,1631089358,30605.80117011408,198779.99627028927
"ROME (🏛,🏛)",4005651,1631089358,2749566.107243417,41551521.87647619
MIM,4005651,1631089358,161946828.4792505,162350845.8251497
WBTC,4005651,1631089358,8.13046612,377672.00893733016
sOHM,4005651,1631089358,12.814474251,4924.501985045936
JLP,4005651,1631089358,74.00836220752076,33109.43352385481
WETH.e,4005651,1631089358,1297.9551570712651,4886408.187924378
DYP,4005651,1631089358,1.0,0.000119840255298
HP,4005651,1631089358,500093605.0059424,54866874.84405711
FINGER,4005651,1631089358,9008616.342836384,15392289.230195696
SU,4005651,1631089358,75000000.0,0.121123135725
USDT.e,4005651,1631089358,1773.1525849999998,1772.1851530745262
SS,4005651,1631089358,1358.7582512411332,556961.492518632
SPELL,4005651,1631089358,10397375.892645467,232220.02692851343
JOE,4005651,1631089358,31380.78015418469,55065.61540610343
TIME,4005651,1631089358,165612.623826264,525465616.2013856
CVX,4034451,1631143343,690592.966115783,32404767.025714744
POPCORN,4034451,1631143343,48000000.0,46832.79439458965
SILO,4034451,1631143343,27107000.58465472,3456749.689819777
CRV,4034451,1631143343,30605.80117011408,198779.99627028927
"ROME (🏛,🏛)",4034451,1631143343,2749566.107243417,41551521.87647619
MIM,4034451,1631143343,161946828.4792505,162350845.8251497
WBTC,4034451,1631143343,8.13046612,377672.00893733016
sOHM,4034451,1631143343,12.814474251,4924.501985045936
JLP,4034451,1631143343,74.00836220752076,33109.43352385481
WETH.e,4034451,1631143343,1297.9551570712651,4884965.04343529
DYP,4034451,1631143343,1.0,0.000119840255298
HP,4034451,1631143343,500093605.0059424,54867364.42868556
FINGER,4034451,1631143343,9008616.342836384,15392289.230195696
SU,4034451,1631143343,75000000.0,0.121123135725
USDT.e,4034451,1631143343,1773.1525849999998,1772.1851530745262
SS,4034451,1631143343,1358.7582512411332,556967.7045324163
SPELL,4034451,1631143343,10397375.892645467,232222.6169711424
JOE,4034451,1631143343,31380.78015418469,55065.61547672095
TIME,4034451,1631143343,165612.623826264,527015904.2934417
CVX,4063251,1631195903,690592.966115783,32404767.025714744
POPCORN,4063251,1631195903,48000000.0,46832.79439458965
SILO,4063251,1631195903,27107000.58465472,3456749.689819777
CRV,4063251,1631195903,30605.80117011408,198779.99627028927
"ROME (🏛,🏛)",4063251,1631195903,2749566.107243417,41551521.87647619
MIM,4063251,1631195903,161946828.4792505,162343947.5274916
WBTC,4063251,1631195903,8.13046612,377672.00893733016
sOHM,4063251,1631195903,12.814474251,4924.501985045936
JLP,4063251,1631195903,74.00836220752076,33109.802806579384
WETH.e,4063251,1631195903,1297.9551570712651,4884965.04343529
DYP,4063251,1631195903,1.0,0.0001198415919242
HP,4063251,1631195903,500093605.0059424,54867486.796207145
FINGER,4063251,1631195903,9008616.342836384,15392289.230195696
SU,4063251,1631195903,75000000.0,0.121123135725
USDT.e,4063251,1631195903,1773.1525849999998,1772.1851530745262
SS,4063251,1631195903,1358.7582512411332,556967.7045324163
SPELL,4063251,1631195903,10397375.892645467,232222.6169711424
JOE,4063251,1631195903,31380.78015418469,55065.61547672095
TIME,4063251,1631195903,165612.623826264,526993292.1711482
CVX,4092051,1631249931,690592.966115783,32404767.025714744
POPCORN,4092051,1631249931,48000000.0,46832.79439458965
SILO,4092051,1631249931,27107000.58465472,3456749.689819777
CRV,4092051,1631249931,30605.80117011408,198779.99627028927
"ROME (🏛,🏛)",4092051,1631249931,2749566.107243417,41551521.87647619
MIM,4092051,1631249931,161946828.4792505,162154601.45368493
WBTC,4092051,1631249931,8.13046612,377672.00893733016
sOHM,4092051,1631249931,12.814474251,4924.501985045936
JLP,4092051,1631249931,74.00836220752076,33108.382198768355
WETH.e,4092051,1631249931,1297.9551570712651,4884965.04343529
DYP,4092051,1631249931,1.0,0.0001198364500059
HP,4092051,1631249931,500093605.0059424,54865132.65411909
FINGER,4092051,1631249931,9008616.342836384,15392289.230195696
SU,4092051,1631249931,75000000.0,0.121123135725
USDT.e,4092051,1631249931,1773.1525849999998,1772.1851530745262
SS,4092051,1631249931,1358.7582512411332,556943.8072994377
SPELL,4092051,1631249931,10397375.892645467,232212.6532372749
JOE,4092051,1631249931,31380.78015418469,55065.61547672095
TIME,4092051,1631249931,165612.623826264,528005133.1730487
CVX,4120851,1631294128,690592.966115783,32404767.025714744
POPCORN,4120851,1631294128,48000000.0,46832.79439458965
SILO,4120851,1631294128,27107000.58465472,3456749.689819777
CRV,4120851,1631294128,30605.80117011408,198779.99627028927
"ROME (🏛,🏛)",4120851,1631294128,2749566.107243417,41551521.87647619
MIM,4120851,1631294128,161946828.4792505,162152212.18984935
WBTC,4120851,1631294128,8.13046612,377672.00893733016
sOHM,4120851,1631294128,12.814474251,4924.501985045936
JLP,4120851,1631294128,74.00836220752076,33108.607896873764
WETH.e,4120851,1631294128,1297.9551570712651,4884965.04343529
DYP,4120851,1631294128,1.0,0.0001198372669247
HP,4120851,1631294128,500093605.0059424,54865506.666851535
FINGER,4120851,1631294128,9008616.342836384,15392289.230195696
SU,4120851,1631294128,75000000.0,0.121123135725
USDT.e,4120851,1631294128,1773.1525849999998,1772.1851530745262
SS,4120851,1631294128,1358.7582512411332,556947.6039561686
SPELL,4120851,1631294128,10397375.892645467,232214.236218756
JOE,4120851,1631294128,31380.78015418469,55065.0671679876
TIME,4120851,1631294128,165612.623826264,528008732.55635554
CVX,4149651,1631338879,690592.966115783,32404767.025714744
POPCORN,4149651,1631338879,48000000.0,46930.32911760927
SILO,4149651,1631338879,27107000.58465472,3463948.7717430973
CRV,4149651,1631338879,30605.80117011408,198779.99627028927
"ROME (🏛,🏛)",4149651,1631338879,2749566.107243417,41638057.73729028
MIM,4149651,1631338879,161946828.4792505,162150395.5322777
WBTC,4149651,1631338879,8.13046612,377672.00893733016
sOHM,4149651,1631338879,12.814474251,4924.501985045936
JLP,4149651,1631338879,74.00836220752076,33107.83363649109
WETH.e,4149651,1631338879,1297.9551570712651,4884965.04343529
DYP,4149651,1631338879,1.0,0.0001198344644738
HP,4149651,1631338879,500093605.0059424,54864223.61114832
FINGER,4149651,1631338879,9008616.342836384,15392289.230195696
SU,4149651,1631338879,75000000.0,0.121123135725
USDT.e,4149651,1631338879,1773.1525849999998,1772.1851530745262
SS,4149651,1631338879,1358.7582512411332,556934.579474248
SPELL,4149651,1631338879,10397375.892645467,232208.80577951923
JOE,4149651,1631338879,31380.78015418469,55068.86577467745
TIME,4149651,1631338879,165612.623826264,527982409.0064544
CVX,4178451,1631387820,690592.966115783,32404767.025714744
POPCORN,4178451,1631387820,48000000.0,46930.32911760927
SILO,4178451,1631387820,27107000.58465472,3463948.7717430973
CRV,4178451,1631387820,30605.80117011408,198779.99627028927
"ROME (🏛,🏛)",4178451,1631387820,2749566.107243417,41638057.73729028
MIM,4178451,1631387820,161946828.4792505,162150395.5322777
WBTC,4178451,1631387820,8.13046612,377672.00893733016
sOHM,4178451,1631387820,12.814474251,4924.501985045936
JLP,4178451,1631387820,74.00836220752076,33106.95728763496
WETH.e,4178451,1631387820,1297.9551570712651,4884965.04343529
DYP,4178451,1631387820,1.0,0.0001198312925116
HP,4178451,1631387820,500093605.0059424,54862771.38083534
FINGER,4178451,1631387820,9008616.342836384,15392289.230195696
SU,4178451,1631387820,75000000.0,0.121123135725
USDT.e,4178451,1631387820,1773.1525849999998,1772.1851530745262
SS,4178451,1631387820,1358.7582512411332,556919.8376766716
SPELL,4178451,1631387820,10397375.892645467,232202.6593211444
JOE,4178451,1631387820,31380.78015418469,55068.86577467745
TIME,4178451,1631387820,165612.623826264,526615590.2456313
CVX,4207251,1631428590,690592.966115783,32404767.025714744
POPCORN,4207251,1631428590,48000000.0,46930.32911760927
SILO,4207251,1631428590,27107000.58465472,3463948.7717430973
CRV,4207251,1631428590,30605.80117011408,198779.99627028927
"ROME (🏛,🏛)",4207251,1631428590,2749566.107243417,41638057.73729028
MIM,4207251,1631428590,161946828.4792505,162194775.50048772
WBTC,4207251,1631428590,8.13046612,377672.00893733016
sOHM,4207251,1631428590,12.814474251,4924.501985045936
JLP,4207251,1631428590,74.00836220752076,33106.95728763496
WETH.e,4207251,1631428590,1297.9551570712651,4884965.04343529
DYP,4207251,1631428590,1.0,0.0001198312925116
HP,4207251,1631428590,500093605.0059424,54833379.383349344
FINGER,4207251,1631428590,9008616.342836384,15385936.985353628
SU,4207251,1631428590,75000000.0,0.121073149425
USDT.e,4207251,1631428590,1773.1525849999998,1771.170516382329
SS,4207251,1631428590,1358.7582512411332,556546.902165791
SPELL,4207251,1631428590,10397375.892645467,232047.1672529447
JOE,4207251,1631428590,31380.78015418469,55068.86577467745
TIME,4207251,1631428590,165612.623826264,526262947.6552628
CVX,4236051,1631477009,690592.966115783,32404767.025714744
POPCORN,4236051,1631477009,48000000.0,46930.32911760927
SILO,4236051,1631477009,27107000.58465472,3463948.7717430973
CRV,4236051,1631477009,30605.80117011408,198779.99627028927
"ROME (🏛,🏛)",4236051,1631477009,2749566.107243417,41638057.73729028
MIM,4236051,1631477009,161946828.4792505,162194775.50048772
WBTC,4236051,1631477009,8.13046612,377672.00893733016
sOHM,4236051,1631477009,12.814474251,4924.501985045936
JLP,4236051,1631477009,74.00836220752076,33084.96171835443
WETH.e,4236051,1631477009,1297.9551570712651,4884965.04343529
DYP,4236051,1631477009,1.0,0.0001197555526539
HP,4236051,1631477009,500093605.0059424,54828095.14215352
FINGER,4236051,1631477009,9008616.342836384,15385936.985353628
SU,4236051,1631477009,75000000.0,0.121073149425
USDT.e,4236051,1631477009,1773.1525849999998,1771.170516382329
SS,4236051,1631477009,1358.7582512411332,556574.3984348578
SPELL,4236051,1631477009,10397375.892645467,232058.63157216407
JOE,4236051,1631477009,31380.78015418469,55068.86577467745
TIME,4236051,1631477009,165612.623826264,526288947.74178255
CVX,4264851,1631524222,690592.966115783,32404767.025714744
POPCORN,4264851,1631524222,48000000.0,46930.32911760927
SILO,4264851,1631524222,27107000.58465472,3463948.7717430973
CRV,4264851,1631524222,30605.80117011408,198779.99627028927
"ROME (🏛,🏛)",4264851,1631524222,2749566.107243417,41638057.73729028
MIM,4264851,1631524222,161946828.4792505,162194775.50048772
WBTC,4264851,1631524222,8.13046612,377672.00893733016
sOHM,4264851,1631524222,12.814474251,4924.501985045936
JLP,4264851,1631524222,74.00836220752076,33086.010650390985
WETH.e,4264851,1631524222,1297.9551570712651,4884965.04343529
DYP,4264851,1631524222,1.0,0.0001197553906094
HP,4264851,1631524222,500093605.0059424,54828191.35621064
FINGER,4264851,1631524222,9008616.342836384,15385936.985353628
SU,4264851,1631524222,75000000.0,0.121073149425
USDT.e,4264851,1631524222,1773.1525849999998,1771.170516382329
SS,4264851,1631524222,1358.7582512411332,556569.2432479162
SPELL,4264851,1631524222,10397375.892645467,232056.482163872
JOE,4264851,1631524222,31380.78015418469,55068.86577467745
TIME,4264851,1631524222,165612.623826264,526051674.1260438
CVX,4293651,1631571186,690592.966115783,32404767.025714744
POPCORN,4293651,1631571186,48000000.0,46930.32911760927
SILO,4293651,1631571186,27107000.58465472,3463948.7717430973
CRV,4293651,1631571186,30605.80117011408,198779.99627028927
"ROME (🏛,🏛)",4293651,1631571186,2749566.107243417,41638057.73729028
MIM,4293651,1631571186,161946828.4792505,162194775.50048772
WBTC,4293651,1631571186,8.13046612,377672.00893733016
sOHM,4293651,1631571186,12.814474251,4924.501985045936
JLP,4293651,1631571186,74.00836220752076,33085.681393550374
WETH.e,4293651,1631571186,1297.9551570712651,4884965.04343529
DYP,4293651,1631571186,1.0,0.0001197542840502
HP,4293651,1631571186,500093605.0059424,54827514.20935341
FINGER,4293651,1631571186,9008616.342836384,15385936.985353628
SU,4293651,1631571186,75000000.0,0.121073149425
USDT.e,4293651,1631571186,1773.1525849999998,1771.1705163823292
SS,4293651,1631571186,1358.7582512411332,556561.93677346
SPELL,4293651,1631571186,10397375.892645467,232051.06202965725
JOE,4293651,1631571186,31380.78015418469,55060.86151205303
TIME,4293651,1631571186,165612.623826264,526912157.92907935
CVX,4322451,1631626150,690592.966115783,32404767.025714744
POPCORN,4322451,1631626150,48000000.0,46930.32911760927
SILO,4322451,1631626150,27107000.58465472,3463948.7717430973
CRV,4322451,1631626150,30605.80117011408,198779.99627028927
"ROME (🏛,🏛)",4322451,1631626150,2749566.107243417,41638057.73729028
MIM,4322451,1631626150,161946828.4792505,162194775.50048772
WBTC,4322451,1631626150,8.13046612,377672.00893733016
sOHM,4322451,1631626150,12.814474251,4924.501985045936
JLP,4322451,1631626150,74.00836220752076,33085.34287086273
WETH.e,4322451,1631626150,1297.9551570712651,4884965.04343529
DYP,4322451,1631626150,1.0,0.0001197530586988
HP,4322451,1631626150,500093605.0059424,54826953.32617082
FINGER,4322451,1631626150,9008616.342836384,15385936.985353628
SU,4322451,1631626150,75000000.0,0.121073149425
USDT.e,4322451,1631626150,1773.1525849999998,1771.170516382329
SS,4322451,1631626150,1358.7582512411332,556556.2434817813
SPELL,4322451,1631626150,10397375.892645467,232051.06202965725
JOE,4322451,1631626150,31380.78015418469,55060.86151205303
TIME,4322451,1631626150,165612.623826264,526912157.92907935
CVX,4351251,1631678106,690592.966115783,32404767.025714744
POPCORN,4351251,1631678106,48000000.0,46930.32911760927
SILO,4351251,1631678106,27107000.58465472,3463948.7717430973
CRV,4351251,1631678106,30605.80117011408,198779.99627028927
"ROME (🏛,🏛)",4351251,1631678106,2749566.107243417,41638057.73729028
MIM,4351251,1631678106,161946828.4792505,162194775.50048772
WBTC,4351251,1631678106,8.13046612,377672.00893733016
sOHM,4351251,1631678106,12.814474251,4924.501985045936
JLP,4351251,1631678106,74.00836220752076,33085.277454793024
WETH.e,4351251,1631678106,1297.9551570712651,4884965.04343529
DYP,4351251,1631678106,1.0,0.000119752821924
HP,4351251,1631678106,500093605.0059424,54826844.92276648
FINGER,4351251,1631678106,9008616.342836384,15385936.985353628
SU,4351251,1631678106,75000000.0,0.121073149425
USDT.e,4351251,1631678106,1773.1525849999998,1771.170516382329
SS,4351251,1631678106,1358.7582512411332,556555.1430633223
SPELL,4351251,1631678106,10397375.892645467,232050.60322019257
JOE,4351251,1631678106,31380.78015418469,55060.86151205303
TIME,4351251,1631678106,165612.623826264,525868414.1621612
CVX,4380051,1631730103,690592.966115783,32404767.025714744
POPCORN,4380051,1631730103,48000000.0,46930.32911760927
SILO,4380051,1631730103,27107000.58465472,3463948.7717430973
CRV,4380051,1631730103,30605.80117011408,198779.99627028927
"ROME (🏛,🏛)",4380051,1631730103,2749566.107243417,41638057.73729028
MIM,4380051,1631730103,161946828.4792505,162194775.50048772
WBTC,4380051,1631730103,8.13046612,377672.00893733016
sOHM,4380051,1631730103,12.814474251,4924.501985045936
JLP,4380051,1631730103,74.00836220752076,33085.277454793024
WETH.e,4380051,1631730103,1297.9551570712651,4884965.04343529
DYP,4380051,1631730103,1.0,0.000119752821924
HP,4380051,1631730103,500093605.0059424,54826844.92276648
FINGER,4380051,1631730103,9008616.342836384,15385936.985353628
SU,4380051,1631730103,75000000.0,0.121073149425
USDT.e,4380051,1631730103,1773.1525849999998,1770.9998733270754
SS,4380051,1631730103,1358.7582512411332,556555.1430633223
SPELL,4380051,1631730103,10397375.892645467,232050.60322019257
JOE,4380051,1631730103,31380.78015418469,55060.86151205303
TIME,4380051,1631730103,165612.623826264,528056860.2560991
CVX,4408851,1631781840,690592.966115783,32404767.025714744
POPCORN,4408851,1631781840,48000000.0,46930.32911760927
SILO,4408851,1631781840,27107000.58465472,3463948.7717430973
CRV,4408851,1631781840,30605.80117011408,198779.99627028927
"ROME (🏛,🏛)",4408851,1631781840,2749566.107243417,41638057.73729028
MIM,4408851,1631781840,161946828.4792505,162194775.50048772
WBTC,4408851,1631781840,8.13046612,377672.00893733016
sOHM,4408851,1631781840,12.814474251,4924.501985045936
JLP,4408851,1631781840,74.00836220752076,33085.795920768855
WETH.e,4408851,1631781840,1297.9551570712651,4884965.04343529
DYP,4408851,1631781840,1.0,0.000119754698522
HP,4408851,1631781840,500093605.0059424,54827704.09203576
FINGER,4408851,1631781840,9008616.342836384,15385936.985353628
SU,4408851,1631781840,75000000.0,0.121073149425
USDT.e,4408851,1631781840,1773.1525849999998,1770.9998733270754
SS,4408851,1631781840,1358.7582512411332,556563.8646134362
SPELL,4408851,1631781840,10397375.892645467,232054.23959116163
JOE,4408851,1631781840,31380.78015418469,55060.86151205303
TIME,4408851,1631781840,165612.623826264,528065135.2211714
CVX,4437651,1631829455,690592.966115783,32404767.025714744
POPCORN,4437651,1631829455,48000000.0,46923.0306789816
SILO,4437651,1631829455,27107000.58465472,3463410.070694218
CRV,4437651,1631829455,30605.80117011408,198779.99627028927
"ROME (🏛,🏛)",4437651,1631829455,2749566.107243417,41631582.33397041
MIM,4437651,1631829455,161946828.4792505,162144959.10485977
WBTC,4437651,1631829455,8.13046612,377672.00893733016
sOHM,4437651,1631829455,12.814474251,4924.501985045936
JLP,4437651,1631829455,74.00836220752076,33085.795920768855
WETH.e,4437651,1631829455,1297.9551570712651,4884965.04343529
DYP,4437651,1631829455,1.0,0.000119754698522
HP,4437651,1631829455,500093605.0059424,54827704.09203576
FINGER,4437651,1631829455,9008616.342836384,15385936.985353628
SU,4437651,1631829455,75000000.0,0.121073149425
USDT.e,4437651,1631829455,1773.1525849999998,1770.9998733270754
SS,4437651,1631829455,1358.7582512411332,556563.8646134362
SPELL,4437651,1631829455,10397375.892645467,232054.23959116163
JOE,4437651,1631829455,31380.78015418469,55060.86151205303
TIME,4437651,1631829455,165612.623826264,529624544.5837685
CVX,4466451,1631883722,690592.966115783,32404767.025714744
POPCORN,4466451,1631883722,48000000.0,46923.0306789816
SILO,4466451,1631883722,27107000.58465472,3463410.070694218
CRV,4466451,1631883722,30605.80117011408,198779.99627028927
"ROME (🏛,🏛)",4466451,1631883722,2749566.107243417,41631582.33397041
MIM,4466451,1631883722,161946828.4792505,162107081.60846895
WBTC,4466451,1631883722,8.13046612,377672.00893733016
sOHM,4466451,1631883722,12.814474251,4924.501985045936
JLP,4466451,1631883722,74.00836220752076,33085.795920768855
WETH.e,4466451,1631883722,1297.9551570712651,4884965.04343529
DYP,4466451,1631883722,1.0,0.000119754698522
HP,4466451,1631883722,500093605.0059424,54827704.09203576
FINGER,4466451,1631883722,9008616.342836384,15385936.985353628
SU,4466451,1631883722,75000000.0,0.121073149425
USDT.e,4466451,1631883722,1773.1525849999998,1770.9998733270754
SS,4466451,1631883722,1358.7582512411332,556563.8646134362
SPELL,4466451,1631883722,10397375.892645467,232054.23959116163
JOE,4466451,1631883722,31380.78015418469,55060.86151205303
TIME,4466451,1631883722,165612.623826264,529624544.5837685
CVX,4495251,1631937508,690592.966115783,32404767.025714744
